Time_Index,Load_HSC_Tonne_z1,Load_HSC_Tonne_z2,Load_HSC_Tonne_z3
3936,13.5,6.6,4.8
3937,14.6,7.1,5.2
3938,14.3,7,5.1
3939,12.8,6.4,4.6
3940,8.1,4.4,2.9
3941,4.6,3,1.6
3942,6.4,3.7,2.3
3943,10.1,4.9,3.6
3944,14.9,6.6,5
3945,21.3,9.1,7.2
3946,16.5,7,5.4
3947,20.4,8.6,6.8
3948,15.6,6.6,5.1
3949,19,8,6.4
3950,13.3,5.6,4.3
3951,9.8,4.2,3
3952,13.2,5.7,4.4
3953,12.6,5.6,4.3
3954,14.8,6.6,5.2
3955,21.2,9.3,7.5
3956,19.8,8.7,7
3957,19,8.4,6.8
3958,9.5,4.4,3.3
3959,5.3,2.7,1.8
3960,4.9,2.6,1.6
3961,4.8,2.5,1.6
3962,4.6,2.5,1.5
3963,4.5,2.5,1.5
3964,4.5,2.5,1.5
3965,4.4,2.4,1.5
3966,4.4,2.5,1.6
3967,4.9,2.6,1.8
3968,5.8,2.9,2
3969,11,5,3.8
3970,11.1,5,3.9
3971,12.3,5.5,4.3
3972,13.6,6.1,4.8
3973,14.2,6.3,5
3974,16.5,7.3,5.8
3975,11.3,5.1,3.9
3976,13.1,5.9,4.6
3977,14.8,6.6,5.2
3978,10.2,4.8,3.6
3979,14.9,6.7,5.3
3980,11.1,5.2,3.9
3981,7.2,3.5,2.5
3982,9.9,4.7,3.5
3983,12.9,5.9,4.6
3984,7.6,3.7,2.7
3985,4.8,2.6,1.6
3986,4.7,2.5,1.6
3987,4.7,2.5,1.6
3988,4.6,2.5,1.5
3989,4.4,2.4,1.5
3990,4.3,2.4,1.5
3991,4.3,2.4,1.5
3992,4.5,2.5,1.6
3993,4.9,2.6,1.8
3994,5.1,2.7,1.8
3995,9.9,4.7,3.6
3996,12.7,5.8,4.5
3997,14.8,6.7,5.3
3998,12.7,5.8,4.5
3999,18.7,8.3,6.6
4000,19,8.4,6.8
4001,27.2,11.8,9.8
4002,21.6,9.5,7.8
4003,14,6.4,5
4004,5.1,2.7,1.8
4005,6.4,3.2,2.2
4006,5.6,2.8,1.9
4007,5.2,2.7,1.8
4008,4.7,2.5,1.6
4009,4.7,2.5,1.6
4010,4.5,2.5,1.5
4011,4.5,2.5,1.5
4012,4.5,2.5,1.5
4013,4.5,2.5,1.5
4014,4.9,2.6,1.6
4015,9,4.1,3
4016,23.3,9.7,8
4017,25.7,10.6,8.9
4018,21.3,8.7,7.2
4019,22.7,9.3,7.7
4020,20.3,8.3,6.8
4021,13.7,5.6,4.5
4022,11.2,4.6,3.5
4023,13.5,5.6,4.4
4024,18.6,7.8,6.3
4025,15.6,6.8,5.4
4026,18.8,8.2,6.7
4027,25,10.8,8.9
4028,20.2,8.8,7.2
4029,22.3,9.7,7.9
4030,23.7,10.3,8.5
4031,17.6,7.8,6.3
4032,11.2,5.2,3.9
4033,13.7,6.2,4.8
4034,6.4,3.2,2.1
4035,5.2,2.7,1.7
4036,5.2,2.7,1.7
4037,5.1,2.6,1.7
4038,5.6,2.8,1.9
4039,7.9,3.5,2.7
4040,10.5,4.2,3.3
4041,11.3,4.4,3.5
4042,18.7,7.5,6.1
4043,21.4,8.6,7.1
4044,22.3,9,7.4
4045,26.1,10.6,8.8
4046,20,8,6.6
4047,17.2,6.9,5.6
4048,12,4.9,3.8
4049,21.9,9.3,7.6
4050,34.1,14.5,12.2
4051,26.5,11.4,9.5
4052,23.2,10.1,8.3
4053,21.6,9.4,7.7
4054,11.9,5.4,4.2
4055,14.8,6.6,5.2
4056,13.3,6.1,4.7
4057,7,3.5,2.4
4058,4.7,2.5,1.6
4059,4.6,2.5,1.5
4060,4.7,2.5,1.6
4061,4.6,2.5,1.6
4062,5.3,2.7,1.8
4063,8.8,3.9,3
4064,18.6,7.6,6.3
4065,24.4,9.9,8.3
4066,19.2,7.7,6.4
4067,14,5.5,4.4
4068,12.8,5.1,4
4069,18.6,7.5,6.1
4070,21,8.4,7
4071,20.6,8.3,6.9
4072,19.9,8.2,6.7
4073,23.4,9.9,8.1
4074,24.9,10.7,8.9
4075,16,7.1,5.7
4076,6.8,3.3,2.3
4077,16.5,7.3,5.8
4078,18.1,8,6.4
4079,14.1,6.3,5
4080,15.2,6.9,5.4
4081,9.7,4.6,3.4
4082,9.5,4.5,3.3
4083,8,3.9,2.8
4084,4.9,2.6,1.6
4085,4.9,2.6,1.6
4086,5.5,2.8,1.9
4087,7.8,3.5,2.7
4088,12.8,5.2,4.2
4089,17.2,6.9,5.6
4090,21.9,8.8,7.3
4091,24.3,9.7,8.2
4092,18.7,7.4,6.1
4093,20.4,8.1,6.8
4094,18.4,7.3,6
4095,16.3,6.4,5.2
4096,12.8,5.2,4.1
4097,18.4,7.8,6.3
4098,20.8,8.9,7.3
4099,17.5,7.6,6.2
4100,21.2,9.2,7.5
4101,24.5,10.5,8.7
4102,20.7,9,7.3
4103,13.1,5.9,4.6
4104,9.7,4.5,3.4
4105,11.1,5.1,3.9
4106,5.1,2.7,1.7
4107,4.8,2.5,1.6
4108,4.8,2.5,1.6
4109,4.7,2.5,1.6
4110,5.3,2.7,1.8
4111,7.3,3.3,2.5
4112,12.1,5,4
4113,15.3,6.2,5.1
4114,14.9,6,4.9
4115,14.8,5.9,4.8
4116,13.3,5.4,4.4
4117,15.7,6.3,5.2
4118,13.3,5.4,4.4
4119,9.9,4,3.1
4120,8.4,3.6,2.7
4121,10.7,4.7,3.6
4122,10,4.6,3.5
4123,8.5,4,3
4124,19.1,8.4,6.8
4125,16.1,7.1,5.7
4126,11.2,5.1,3.9
4127,8.8,4.2,3.1
4128,6.3,3.2,2.2
4129,6.2,3.2,2.1
4130,6.1,3.1,2.1
4131,4.5,2.5,1.5
4132,4.5,2.5,1.5
4133,4.4,2.4,1.5
4134,4.5,2.5,1.6
4135,4.9,2.6,1.9
4136,9,4.2,3.2
4137,11.9,5.4,4.2
4138,15.6,6.8,5.5
4139,12.7,5.6,4.4
4140,15.1,6.7,5.3
4141,11.3,5.1,4
4142,5.9,2.9,2
4143,11.2,5.1,3.9
4144,13,5.8,4.5
4145,17.8,7.9,6.3
4146,12.6,5.8,4.5
4147,15.8,7.1,5.6
4148,18.4,8.2,6.6
4149,21.2,9.4,7.6
4150,12.6,5.8,4.5
4151,13.6,6.2,4.8
4152,10.7,5,3.8
4153,12.3,5.7,4.3
4154,9.4,4.5,3.3
4155,9.4,4.5,3.3
4156,9.2,4.4,3.2
4157,6.6,3.4,2.3
4158,4.3,2.4,1.5
4159,4.5,2.5,1.6
4160,6.2,3.2,2.2
4161,5,2.7,1.8
4162,7.6,3.7,2.7
4163,13.7,6.2,4.9
4164,14.9,6.7,5.3
4165,11.3,5.2,4
4166,6.5,3.2,2.2
4167,14.6,6.6,5.1
4168,11.2,5.2,3.9
4169,12.6,5.8,4.5
4170,9.8,4.6,3.5
4171,11.9,5.5,4.2
4172,19.2,8.5,6.9
4173,23.5,10.3,8.4
4174,11.9,5.5,4.2
4175,6.7,3.3,2.3
4176,4.7,2.5,1.6
4177,4.7,2.5,1.6
4178,4.5,2.5,1.5
4179,4.5,2.5,1.5
4180,4.5,2.5,1.5
4181,4.4,2.4,1.5
4182,7.3,3.6,2.5
4183,8.7,3.9,2.9
4184,10,4,3.1
4185,15.7,6.3,5.1
4186,15.7,6.2,5.1
4187,15.6,6.2,5
4188,15.7,6.3,5.1
4189,24.4,9.9,8.2
4190,27.3,11.1,9.3
4191,24.3,9.9,8.2
4192,18.6,7.7,6.2
4193,17,7.3,5.9
4194,19.5,8.5,6.9
4195,31.1,13.3,11.1
4196,21.1,9.2,7.5
4197,23.6,10.2,8.4
4198,25.4,11,9.1
4199,11.5,5.3,4.1
4200,5.3,2.7,1.8
4201,5.2,2.7,1.7
4202,5.1,2.6,1.7
4203,5.1,2.6,1.7
4204,5.1,2.6,1.7
4205,5,2.6,1.7
4206,5.6,2.8,1.9
4207,8,3.5,2.7
4208,24.2,9.9,8.3
4209,21.3,8.5,7.1
4210,12.4,4.8,3.8
4211,12.3,4.7,3.7
4212,16.3,6.5,5.3
4213,14.7,5.7,4.6
4214,12.1,4.7,3.7
4215,15.5,6.1,5
4216,19.5,8,6.5
4217,20.6,8.7,7.1
4218,21.8,9.4,7.7
4219,18.6,8.1,6.5
4220,17.4,7.6,6.1
4221,11.6,5.2,4
4222,8.7,4,3
4223,10.6,4.8,3.7
4224,14,6.3,4.9
4225,10.1,4.7,3.5
4226,13.9,6.3,4.9
4227,9.7,4.5,3.3
4228,6.3,3.1,2.1
4229,5,2.6,1.7
4230,5.6,2.8,1.9
4231,12.9,5.6,4.5
4232,20.4,8.3,6.9
4233,24.9,10.1,8.4
4234,18.2,7.3,6
4235,13.4,5.2,4.2
4236,11.1,4.4,3.4
4237,17.8,7.1,5.8
4238,15.8,6.3,5.1
4239,14.9,6,4.8
4240,13.4,5.5,4.4
4241,20.4,8.7,7.1
4242,21.2,9.2,7.5
4243,17.4,7.6,6.2
4244,14.9,6.6,5.2
4245,17.3,7.6,6.1
4246,16.7,7.4,5.9
4247,5.6,2.8,1.9
4248,5.1,2.7,1.7
4249,5.1,2.6,1.7
4250,5,2.6,1.6
4251,4.8,2.6,1.6
4252,5,2.6,1.7
4253,4.8,2.5,1.6
4254,5.3,2.7,1.9
4255,7.7,3.4,2.6
4256,23.4,9.6,8
4257,26,10.6,8.9
4258,17.6,7.1,5.9
4259,19.1,7.7,6.4
4260,17.3,7,5.8
4261,15.8,6.3,5.2
4262,11.7,4.6,3.7
4263,18.7,7.5,6.2
4264,18.2,7.5,6.1
4265,10.8,4.7,3.6
4266,18.9,8.2,6.7
4267,27.7,11.9,9.9
4268,26.9,11.6,9.6
4269,13.5,6,4.7
4270,13.2,5.9,4.6
4271,12.9,5.8,4.5
4272,6.4,3.2,2.2
4273,4.9,2.6,1.6
4274,4.8,2.5,1.6
4275,4.8,2.5,1.6
4276,4.8,2.5,1.6
4277,4.8,2.6,1.6
4278,8.9,4.2,3.2
4279,14.5,6.3,5.1
4280,16.3,6.7,5.5
4281,16,6.5,5.3
4282,18.2,7.3,6
4283,13.2,5.2,4.1
4284,19.5,8,6.5
4285,15,6,4.8
4286,10.6,4.2,3.3
4287,14.7,6,4.8
4288,17.5,7.4,5.9
4289,16.9,7.3,5.9
4290,10.1,4.6,3.5
4291,18.8,8.2,6.7
4292,14.9,6.7,5.3
4293,13.8,6.2,4.9
4294,16.8,7.5,6
4295,18.5,8.2,6.6
4296,10.7,5,3.8
4297,5.9,3,2
4298,9.4,4.5,3.3
4299,8.3,4,2.9
4300,4.5,2.5,1.5
4301,4.3,2.4,1.5
4302,5.6,3,2
4303,7.6,3.8,2.8
4304,9.3,4.4,3.3
4305,10.6,4.8,3.7
4306,6.6,3.1,2.2
4307,6.3,3,2.1
4308,9.7,4.4,3.3
4309,20.5,8.9,7.2
4310,16,7.1,5.6
4311,21.1,9.2,7.5
4312,23.5,10.2,8.4
4313,20.4,9,7.2
4314,18.6,8.3,6.7
4315,19.2,8.5,6.9
4316,13,5.9,4.6
4317,9.4,4.4,3.3
4318,6.3,3.1,2.2
4319,6.2,3.1,2.2
4320,9.5,4.5,3.4
4321,9.5,4.5,3.3
4322,12.8,5.9,4.5
4323,6.2,3.1,2.1
4324,4.5,2.4,1.5
4325,4.3,2.4,1.5
4326,4.2,2.4,1.5
4327,4.4,2.5,1.6
4328,4.5,2.5,1.6
4329,4.8,2.6,1.8
4330,5,2.7,1.8
4331,5.1,2.7,1.8
4332,6.7,3.3,2.3
4333,6.7,3.3,2.3
4334,8.7,4.2,3.1
4335,17.9,8,6.4
4336,16.9,7.6,6
4337,22.3,9.8,8
4338,20.5,9.1,7.4
4339,14.3,6.5,5.1
4340,15.8,7.1,5.7
4341,19.3,8.6,7
4342,19.2,8.6,6.9
4343,18.3,8.2,6.5
4344,15.3,6.9,5.4
4345,9.6,4.6,3.4
4346,11.7,5.4,4.1
4347,4.5,2.5,1.5
4348,4.6,2.5,1.5
4349,4.5,2.5,1.5
4350,5,2.6,1.7
4351,8.3,3.7,2.7
4352,24.7,10.2,8.4
4353,31.6,13,11
4354,18.6,7.5,6.2
4355,15.7,6.2,5.1
4356,20.7,8.4,6.9
4357,20.9,8.4,6.9
4358,20,8,6.6
4359,15,6,4.8
4360,16.9,6.9,5.6
4361,13.8,5.9,4.7
4362,10.4,4.7,3.6
4363,19.5,8.5,6.9
4364,10.5,4.8,3.7
4365,10.3,4.8,3.6
4366,8.2,3.9,2.8
4367,14.7,6.6,5.2
4368,11.1,5.2,3.9
4369,8.5,4.1,2.9
4370,4.7,2.5,1.6
4371,4.7,2.5,1.6
4372,4.8,2.5,1.6
4373,4.7,2.5,1.6
4374,5.3,2.7,1.9
4375,16.1,6.9,5.7
4376,20.6,8.4,7
4377,30.5,12.4,10.5
4378,20.6,8.2,6.8
4379,21.7,8.6,7.2
4380,19,7.6,6.3
4381,16.8,6.6,5.4
4382,21.4,8.5,7.1
4383,16.4,6.5,5.3
4384,14.1,5.7,4.5
4385,12.1,5.1,4
4386,14.6,6.4,5.1
4387,27,11.5,9.6
4388,17.3,7.5,6
4389,10.9,4.9,3.7
4390,18.7,8.1,6.6
4391,23.7,10.2,8.4
4392,8.6,4,2.9
4393,5.5,2.8,1.8
4394,5.5,2.8,1.8
4395,5.6,2.8,1.8
4396,5.3,2.7,1.7
4397,5.2,2.7,1.7
4398,7,3.4,2.4
4399,9.5,4.1,3.3
4400,16.1,6.5,5.4
4401,22.5,9.1,7.6
4402,22.9,9.2,7.8
4403,20.8,8.3,7
4404,24,9.7,8.2
4405,28.1,11.4,9.7
4406,24.5,9.9,8.3
4407,23.5,9.5,7.9
4408,16.1,6.6,5.3
4409,16.6,7.1,5.6
4410,15.6,6.8,5.4
4411,13.5,6,4.7
4412,12.4,5.5,4.3
4413,20.4,8.9,7.2
4414,30,12.9,10.7
4415,24.1,10.5,8.6
4416,19,8.4,6.7
4417,14.4,6.5,5.1
4418,11,5.1,3.8
4419,10.4,4.9,3.6
4420,9,4.3,3.1
4421,4.9,2.6,1.6
4422,5.4,2.8,1.9
4423,8.9,3.9,3.1
4424,19.2,7.8,6.5
4425,23.6,9.5,8
4426,24.1,9.7,8.1
4427,25.2,10.1,8.5
4428,26.2,10.6,8.8
4429,25.4,10.2,8.6
4430,18.1,7.2,5.9
4431,14.8,5.9,4.7
4432,11.4,4.7,3.6
4433,18.6,7.9,6.4
4434,19.6,8.5,6.9
4435,16.7,7.3,5.9
4436,22.5,9.8,8
4437,11.3,5.1,3.9
4438,16.4,7.3,5.8
4439,14.4,6.5,5.1
4440,16.9,7.5,6
4441,16.6,7.4,5.9
4442,9.7,4.6,3.4
4443,6.4,3.2,2.2
4444,7.6,3.7,2.6
4445,4.9,2.6,1.6
4446,5.4,2.7,1.9
4447,7.4,3.4,2.6
4448,14.6,6,4.9
4449,17.8,7.2,5.9
4450,18.8,7.6,6.2
4451,18.6,7.5,6.1
4452,15.6,6.3,5.1
4453,11.4,4.5,3.5
4454,18.9,7.7,6.3
4455,14.9,6.1,4.9
4456,8.6,3.7,2.7
4457,7,3.2,2.2
4458,18.5,8.1,6.5
4459,14.3,6.3,5
4460,21.6,9.4,7.7
4461,19.7,8.6,7
4462,9.3,4.4,3.3
4463,11.5,5.3,4.1
4464,9.9,4.7,3.5
4465,8.7,4.2,3
4466,4.7,2.5,1.6
4467,4.6,2.5,1.5
4468,4.6,2.5,1.5
4469,4.4,2.4,1.5
4470,4.4,2.5,1.6
4471,8.6,4.2,3.2
4472,7.6,3.6,2.7
4473,8.7,4,3
4474,8.1,3.7,2.7
4475,28.2,12.1,10
4476,9.8,4.5,3.4
4477,6.1,2.9,2.1
4478,6,2.9,2
4479,8.2,3.8,2.8
4480,6,2.9,2
4481,8.9,4.2,3.1
4482,13.1,5.9,4.6
4483,8,3.8,2.8
4484,10.7,5,3.8
4485,6.6,3.3,2.3
4486,5.4,2.7,1.8
4487,13.7,6.2,4.8
4488,13.1,6,4.7
4489,5,2.6,1.7
4490,7.3,3.6,2.5
4491,7.5,3.7,2.6
4492,4.5,2.5,1.5
4493,4.3,2.4,1.5
4494,4.2,2.4,1.5
4495,4.3,2.4,1.5
4496,5,2.7,1.7
4497,4.9,2.6,1.8
4498,7.7,3.8,2.8
4499,11.8,5.4,4.3
4500,10.4,4.8,3.8
4501,8.2,3.9,3
4502,5.6,2.8,2
4503,9.3,4.4,3.3
4504,18.5,8.2,6.6
4505,25.4,11.1,9.1
4506,14.5,6.6,5.2
4507,8.4,4,2.9
4508,20.5,9.1,7.4
4509,6.2,3.1,2.2
4510,8.8,4.2,3.1
4511,8.8,4.2,3.1
4512,7.8,3.8,2.7
4513,4.9,2.6,1.6
4514,4.8,2.5,1.6
4515,4.8,2.5,1.6
4516,4.8,2.6,1.6
4517,4.8,2.5,1.6
4518,11.8,5.4,4.1
4519,14.3,6.2,4.9
4520,22.2,9.2,7.5
4521,23,9.4,7.8
4522,16.5,6.7,5.5
4523,15.2,6.1,5.1
4524,13.3,5.4,4.4
4525,14.6,5.8,4.8
4526,11.7,4.6,3.7
4527,14.3,5.7,4.7
4528,9.8,4,3.1
4529,20.5,8.7,7.2
4530,22.9,9.9,8.1
4531,22,9.5,7.8
4532,17.2,7.6,6.1
4533,14.4,6.5,5.1
4534,13.7,6.2,4.8
4535,15.6,7,5.6
4536,8.7,4.2,3.1
4537,7.5,3.7,2.6
4538,4.7,2.5,1.6
4539,4.7,2.5,1.6
4540,4.8,2.5,1.6
4541,4.8,2.5,1.6
4542,5.3,2.7,1.9
4543,10.3,4.5,3.6
4544,13.7,5.6,4.5
4545,37,15.2,12.9
4546,36.1,14.8,12.6
4547,30.4,12.3,10.5
4548,18,7.3,6
4549,16.3,6.5,5.4
4550,16.3,6.5,5.4
4551,20,8.1,6.7
4552,15,6.1,4.9
4553,20.5,8.7,7.1
4554,25,10.7,8.9
4555,17.1,7.5,6
4556,10.5,4.7,3.6
4557,7.3,3.4,2.5
4558,11.2,5,3.9
4559,9.7,4.5,3.4
4560,10.2,4.7,3.5
4561,5.7,2.9,1.9
4562,5.3,2.7,1.7
4563,5.2,2.7,1.7
4564,5.2,2.7,1.7
4565,5.1,2.7,1.7
4566,5.8,2.9,2
4567,9.1,4,3.1
4568,19.5,8,6.6
4569,25,10.2,8.5
4570,17,6.8,5.6
4571,16.4,6.5,5.4
4572,19.4,7.9,6.5
4573,17,6.8,5.6
4574,19.8,7.9,6.6
4575,12.6,5,4
4576,11.4,4.7,3.6
4577,15,6.4,5.1
4578,15.4,6.8,5.4
4579,19.6,8.5,6.9
4580,22.1,9.6,7.8
4581,20.6,9,7.3
4582,29.7,12.8,10.6
4583,19.6,8.6,7
4584,14.8,6.7,5.2
4585,18.2,8.1,6.5
4586,9.8,4.6,3.4
4587,8.9,4.2,3.1
4588,5.2,2.7,1.8
4589,5,2.6,1.6
4590,5.6,2.8,1.9
4591,7.7,3.5,2.6
4592,14.4,5.9,4.8
4593,18.4,7.4,6.1
4594,24.2,9.8,8.1
4595,16.9,6.7,5.5
4596,12.5,4.9,3.9
4597,17.9,7.1,5.8
4598,14.4,5.7,4.5
4599,11.3,4.4,3.5
4600,12.3,5,3.9
4601,17.5,7.4,6
4602,14.7,6.4,5.1
4603,17.1,7.4,6
4604,11.2,5,3.8
4605,7,3.2,2.3
4606,23.8,10.2,8.4
4607,30.1,12.9,10.7
4608,12.1,5.5,4.2
4609,12.5,5.7,4.3
4610,10.1,4.7,3.5
4611,10.1,4.7,3.5
4612,10.2,4.7,3.5
4613,8.7,4.1,3
4614,5.8,2.9,2
4615,15.3,6.6,5.4
4616,13.2,5.4,4.3
4617,23,9.3,7.8
4618,19.2,7.7,6.4
4619,15.9,6.3,5.1
4620,17.2,7,5.7
4621,17.2,7,5.7
4622,10.5,4.2,3.3
4623,11,4.5,3.5
4624,13.7,5.8,4.5
4625,10.9,4.8,3.7
4626,15,6.6,5.3
4627,18.7,8.1,6.6
4628,7.2,3.4,2.4
4629,10.6,4.8,3.7
4630,17.8,7.8,6.3
4631,15.3,6.8,5.4
4632,15.6,7,5.5
4633,10,4.7,3.5
4634,9.3,4.4,3.2
4635,5,2.6,1.7
4636,4.7,2.5,1.6
4637,4.6,2.5,1.5
4638,4.6,2.5,1.7
4639,5.2,2.7,1.9
4640,5.8,2.9,2
4641,7.6,3.5,2.6
4642,9.7,4.4,3.3
4643,10.3,4.7,3.5
4644,11.3,5.1,3.9
4645,10,4.5,3.5
4646,6,2.9,2
4647,6,2.9,2
4648,9.4,4.3,3.2
4649,10.7,4.9,3.7
4650,11.6,5.3,4.1
4651,14.7,6.6,5.2
4652,13.8,6.2,4.9
4653,14.1,6.3,5
4654,10.7,4.9,3.7
4655,16.5,7.3,5.8
4656,17.7,7.8,6.3
4657,11.7,5.3,4.1
4658,10,4.6,3.4
4659,8.5,4,2.9
4660,5.1,2.6,1.7
4661,4.9,2.6,1.6
4662,4.8,2.6,1.6
4663,5,2.6,1.7
4664,5.5,2.8,1.8
4665,9.2,4.3,3.3
4666,6.3,3.1,2.2
4667,6.1,3,2.1
4668,10.7,4.9,3.8
4669,20.3,8.9,7.3
4670,26.8,11.6,9.6
4671,23.1,10.1,8.3
4672,13.5,6.1,4.8
4673,6.6,3.3,2.3
4674,9.8,4.6,3.5
4675,14.3,6.5,5.1
4676,12.5,5.7,4.4
4677,20.8,9.2,7.5
4678,15.2,6.8,5.4
4679,12,5.5,4.2
4680,4.8,2.6,1.6
4681,4.8,2.6,1.6
4682,4.8,2.5,1.6
4683,8.3,4,2.9
4684,9.6,4.5,3.3
4685,9.6,4.5,3.3
4686,9.5,4.5,3.3
4687,10.1,4.5,3.4
4688,14.1,5.9,4.6
4689,27.5,11.3,9.5
4690,25.3,10.3,8.7
4691,11.2,4.5,3.6
4692,10.7,4.3,3.4
4693,14.6,5.9,4.8
4694,13.9,5.6,4.5
4695,10.5,4.2,3.3
4696,9.1,3.8,2.9
4697,11.8,5.2,4
4698,14.8,6.6,5.2
4699,18.4,8.1,6.5
4700,24.2,10.5,8.6
4701,26,11.3,9.3
4702,17.7,7.8,6.3
4703,11.6,5.3,4.1
4704,12.8,5.8,4.5
4705,10.1,4.7,3.5
4706,9.6,4.5,3.3
4707,6.3,3.2,2.1
4708,5,2.6,1.7
4709,5,2.6,1.7
4710,5.5,2.8,1.9
4711,11.3,4.9,3.9
4712,15.8,6.5,5.3
4713,23.7,9.7,8.1
4714,17.7,7.2,5.9
4715,13.5,5.4,4.3
4716,10.4,4.2,3.2
4717,12,4.8,3.8
4718,17.1,6.9,5.6
4719,23.4,9.6,7.9
4720,12.5,5.2,4.1
4721,12.1,5.3,4.1
4722,17.5,7.7,6.2
4723,15.5,6.9,5.5
4724,10.1,4.6,3.5
4725,10.6,4.8,3.7
4726,17.9,7.9,6.4
4727,17.1,7.6,6.1
4728,10.3,4.8,3.6
4729,7.9,3.8,2.7
4730,5.1,2.6,1.7
4731,5.1,2.6,1.7
4732,5.1,2.6,1.7
4733,5.1,2.6,1.7
4734,5.6,2.8,1.9
4735,7.6,3.4,2.6
4736,12.3,5,4
4737,20.4,8.3,6.9
4738,21.1,8.6,7.1
4739,14.9,6,4.8
4740,15.9,6.5,5.2
4741,10.7,4.3,3.3
4742,14.3,5.8,4.6
4743,26.3,10.7,8.9
4744,18.4,7.6,6.2
4745,16.1,7,5.5
4746,19.1,8.3,6.8
4747,15.3,6.8,5.4
4748,8.2,3.9,2.8
4749,6.1,3,2
4750,7.9,3.8,2.7
4751,16.3,7.3,5.8
4752,9.1,4.3,3.2
4753,4.8,2.6,1.6
4754,4.8,2.5,1.6
4755,4.8,2.6,1.6
4756,4.9,2.6,1.6
4757,4.9,2.6,1.6
4758,5.6,2.8,1.9
4759,7.9,3.6,2.7
4760,14.7,6,4.9
4761,18.6,7.6,6.2
4762,19.2,7.8,6.4
4763,22.8,9.3,7.7
4764,21.9,8.9,7.4
4765,16.1,6.5,5.2
4766,18.2,7.4,6
4767,21.8,8.9,7.3
4768,14.1,5.9,4.7
4769,18.2,7.8,6.3
4770,28.3,12.1,10.1
4771,17.3,7.6,6.1
4772,13.9,6.2,4.9
4773,10.8,4.9,3.7
4774,13.7,6.1,4.8
4775,8.9,4.1,3.1
4776,11.8,5.4,4.1
4777,10,4.6,3.4
4778,5.6,2.8,1.8
4779,5.2,2.7,1.7
4780,5.3,2.7,1.7
4781,5.2,2.7,1.7
4782,5.7,2.8,2
4783,8.6,3.9,3
4784,16.6,6.9,5.6
4785,21.9,9,7.4
4786,17.2,7,5.7
4787,16.4,6.7,5.4
4788,23.9,9.8,8.1
4789,15,6.2,4.9
4790,14.6,6,4.8
4791,21.4,8.9,7.3
4792,18.2,7.7,6.2
4793,8.3,3.8,2.7
4794,14.2,6.3,5
4795,13.5,6.1,4.8
4796,21,9.2,7.5
4797,12.5,5.7,4.4
4798,12.6,5.7,4.5
4799,16.7,7.4,5.9
4800,16.2,7.3,5.8
4801,13.6,6.2,4.8
4802,13.2,6,4.6
4803,14.2,6.5,5
4804,14.1,6.4,5
4805,10.7,5,3.8
4806,9.1,4.4,3.3
4807,8.3,4,3.1
4808,7,3.4,2.5
4809,14.2,6.3,5
4810,21.7,9.4,7.7
4811,17.4,7.6,6.1
4812,14.9,6.6,5.2
4813,14.5,6.5,5.1
4814,19.2,8.4,6.8
4815,18.2,8,6.4
4816,19.1,8.4,6.8
4817,16.5,7.3,5.8
4818,19.7,8.7,7
4819,19.9,8.8,7.1
4820,19.2,8.5,6.8
4821,15,6.7,5.3
4822,7.2,3.5,2.5
4823,5.7,2.8,1.9
4824,5.6,2.8,1.9
4825,5.7,2.8,1.9
4826,5.7,2.8,1.9
4827,5.7,2.8,1.9
4828,5.7,2.8,1.8
4829,5.6,2.8,1.8
4830,5.5,2.8,1.8
4831,5.6,2.8,1.9
4832,5.8,2.8,1.9
4833,6,2.9,2.1
4834,6.1,3,2.1
4835,6.1,3,2.1
4836,5.9,2.9,2
4837,15.5,6.9,5.5
4838,9.9,4.6,3.4
4839,12.6,5.7,4.4
4840,10.4,4.8,3.6
4841,17.4,7.7,6.2
4842,19.9,8.8,7.1
4843,20.1,8.8,7.1
4844,18,8,6.4
4845,14,6.3,5
4846,15.7,7,5.5
4847,6.5,3.2,2.2
4848,5,2.6,1.7
4849,4.9,2.6,1.6
4850,4.8,2.5,1.6
4851,4.7,2.5,1.6
4852,4.8,2.5,1.6
4853,4.8,2.5,1.6
4854,5.1,2.6,1.7
4855,9,4.1,3
4856,13.5,5.7,4.5
4857,17.8,7.4,6
4858,21,8.7,7.2
4859,19.9,8.2,6.7
4860,14.6,6,4.8
4861,16.5,6.8,5.5
4862,14.6,6,4.8
4863,12.5,5.1,4
4864,18.8,7.9,6.4
4865,21.9,9.4,7.7
4866,34.7,14.8,12.4
4867,23.8,10.3,8.5
4868,10.4,4.8,3.6
4869,8.5,4,2.9
4870,9.5,4.4,3.3
4871,13,5.9,4.6
4872,9,4.2,3.1
4873,5.1,2.6,1.7
4874,5,2.6,1.6
4875,5.2,2.7,1.7
4876,5.2,2.7,1.7
4877,5.3,2.7,1.7
4878,5.7,2.9,2
4879,13.5,5.9,4.7
4880,21,8.7,7.2
4881,26.7,11,9.2
4882,19.4,7.9,6.5
4883,15.4,6.2,5
4884,20,8.2,6.7
4885,22,9,7.4
4886,20.4,8.3,6.8
4887,19.7,8,6.6
4888,17.2,7.2,5.8
4889,23,9.8,8
4890,18.3,8,6.4
4891,12.4,5.6,4.3
4892,12.7,5.7,4.4
4893,8.6,4,2.9
4894,5.9,2.9,2
4895,8,3.8,2.8
4896,6.8,3.3,2.3
4897,5.2,2.7,1.7
4898,5,2.6,1.7
4899,5,2.6,1.7
